epoch,phase,cls_loss,box_loss,total_loss,steps_taken,oom_skipped,grad_norm_backbone_stage1,grad_norm_neck,grad_norm_backbone_stage0,nan_skipped,grad_norm_head_level0,grad_norm_head_level2,grad_norm_head_level1,grad_norm_backbone_stage2,grad_norm_backbone_stage3,grad_norm_backbone_stem,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
73,1,0.7411183595657349,0.7048387467861176,5.656849784851074,7.0,0.0,0.0,2.77583712587596,0.0,0.0,4.778112538904552,26.77030427200457,26.01038131328436,0.0,0.0,0.0,0.4414682686328888,0.2435515932738781,0.8829365372657776,0.0,0.4871031865477562,0.0,0.3103448275862069,0.0,1.0,0.0,0.4736842105263158,0.0,9,0,20,123,0,32
74,1,0.7871330285072327,0.6906130695343018,5.573164482116699,7.0,0.0,0.0,2.1969411930156713,0.0,0.0,5.37862193744326,24.834892197134632,24.63665378890444,0.0,0.0,0.0,0.4415954351425171,0.2473092757165432,0.8831908702850342,0.0,0.4946185514330864,0.0,0.2903225806451613,0.0,1.0,0.0,0.45000000000000007,0.0,9,0,22,121,0,32
75,1,0.8287593173980713,0.6896692538261413,5.586899070739746,7.0,0.0,0.0,4.2738750289421255,0.0,0.0,4.151620574240706,26.480582740688174,39.385971483662026,0.0,0.0,0.0,0.46581196784973145,0.25314069241285325,0.9316239356994629,0.0,0.5062813848257065,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,120,0,32
76,1,0.7381022083759308,0.697817108631134,5.60267936706543,7.0,0.0,0.0,3.048918956755218,0.0,0.0,3.761908142981348,36.197852362298875,24.05669196854425,0.0,0.0,0.0,0.46581196784973145,0.24731889339163898,0.9316239356994629,0.0,0.49463778678327797,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,119,0,32
77,1,0.8040746676921845,0.6973269248008728,5.631989326477051,7.0,0.0,0.0,3.231375911147193,0.0,0.0,3.2482244352583542,36.56704097086017,24.259639242612035,0.0,0.0,0.0,0.46581196784973145,0.24731889339163898,0.9316239356994629,0.0,0.49463778678327797,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,119,0,32
78,1,0.8595092177391053,0.6933790183067322,5.63009729385376,7.0,0.0,0.0,3.79109976557675,0.0,0.0,3.0582489905382757,41.25954648649803,30.39280613519179,0.0,0.0,0.0,0.46581196784973145,0.23866504766047,0.9316239356994629,0.0,0.47733009532094,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,119,0,32
79,1,0.8059198892116547,0.681999032497406,5.5179526901245115,7.0,0.0,0.0,5.380595120523163,0.0,0.0,3.789135227546073,33.347120685689035,46.502829288575086,0.0,0.0,0.0,0.46581196784973145,0.24862977340817452,0.9316239356994629,0.0,0.49725954681634904,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,120,0,32
80,1,0.8264235031604766,0.6906152248382569,5.592825889587402,7.0,0.0,0.0,3.0496055969285694,0.0,0.0,5.556276086959096,30.388127030495983,23.40194444540682,0.0,0.0,0.0,0.46581196784973145,0.24862977340817452,0.9316239356994629,0.0,0.49725954681634904,0.0,0.3,0.0,1.0,0.0,0.4615384615384615,0.0,9,0,21,120,0,32
81,2,0.7692521631717681,0.7588474035263062,6.075981578826904,7.0,0.0,0.0,4.332274007126681,0.0,0.0,4.853369359272074,36.61357451206093,29.988508724043058,21.485467220792295,23.8548264073333,17.583910741822212,0.3936804234981537,0.14683689624071122,0.7873608469963074,0.0,0.29367379248142245,0.0,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,9,0,18,108,0,32
82,2,0.861322329044342,0.7335009407997132,5.931918258666992,7.0,0.0,0.0,4.413312189182655,0.0,0.0,7.4522302191088166,25.412011128904865,32.90437612966607,19.571021406025622,16.62133783344525,18.127219844667827,0.44051626324653625,0.2426907960791141,0.8810325264930725,0.0,0.4853815921582282,0.0,0.23076923076923078,0.0,1.0,0.0,0.375,0.0,9,0,30,167,0,32
83,2,0.9045716714859009,0.7086637377738952,5.7672638511657714,7.0,0.0,0.0,3.6902242420237554,0.0,0.0,10.0541164969546,34.28424381724214,29.727554714120856,18.034464840407658,13.003449308914893,16.718567311291924,0.4716049134731293,0.17761023284401745,0.9432098269462585,0.0,0.3552204656880349,0.0,0.21428571428571427,0.0,1.0,0.0,0.35294117647058826,0.0,9,0,33,92,0,32
84,2,0.9605246782302856,0.7455118656158447,6.071601276397705,7.0,0.0,0.0,6.526163460975534,0.0,0.0,10.018813231339006,46.10481120194996,50.63118518128304,26.536420238179367,19.55864856603596,16.706008701355973,0.24017883186752442,0.10830834978114581,0.4800950586795807,0.00026260505546815693,0.21654043905436993,7.626050792168826e-05,0.17307692307692307,0.006134969325153374,1.0,0.03125,0.29508196721311475,0.010256410256410256,9,1,43,162,0,31
85,2,0.975249969959259,0.7089915418624878,5.805061531066895,7.0,0.0,0.0,4.472557548897116,0.0,0.0,5.307381593332131,31.728677493070887,36.41784584540366,13.650573855707949,11.808056755651899,11.266090542024015,0.45270469784736633,0.16066380296833813,0.9054093956947327,0.0,0.32132760593667625,0.0,0.23076923076923078,0.0,1.0,0.0,0.375,0.0,9,0,30,111,0,32
86,2,0.8501443314552307,0.697031044960022,5.652805023193359,7.0,0.0,0.0,5.671744339193205,0.0,0.0,9.131975030065107,51.810388288767875,43.63060626962454,21.371579339470568,29.233675267488206,12.600900543155813,0.23830410838127136,0.1089637896977365,0.4766082167625427,0.0,0.217927579395473,0.0,0.23684210526315788,0.0,1.0,0.0,0.38297872340425526,0.0,9,0,29,170,0,32
87,2,0.9069711542129517,0.750763075351715,6.084208660125732,7.0,0.0,0.0,5.178088292501286,0.0,0.0,8.342275133953256,66.1989365862301,29.730673603545725,26.341436359307867,40.05219734044648,15.343271963505638,0.23415032029151917,0.14354756586253642,0.46830064058303833,0.0,0.28709513172507284,0.0,0.21951219512195122,0.0,1.0,0.0,0.36,0.0,9,0,32,176,0,32
88,2,0.8548311519622803,0.7202046823501587,5.82895076751709,7.0,0.0,0.0,4.621916140850687,0.0,0.0,7.7003018806970305,62.13116769797425,26.24048889133884,20.419807316108557,30.981953993487554,12.101697315598221,0.2807108759880066,0.10930719515308737,0.5614217519760132,0.0,0.21861439030617474,0.0,0.21052631578947367,0.0,0.8888888888888888,0.0,0.3404255319148936,0.0,8,0,30,109,1,32
89,2,0.9495216059684753,0.7078197884559632,5.783409194946289,7.0,0.0,0.0,5.560019817587439,0.0,0.0,7.2581915667655315,42.82430579674214,46.25883014676264,14.924779198569817,19.321733678449586,10.16519641515214,0.44668909907341003,0.23422168828547002,0.8933781981468201,0.0,0.46844337657094004,0.0,0.25,0.0,1.0,0.0,0.4,0.0,9,0,27,98,0,32
90,2,0.8310869073867798,0.6961641049385071,5.636774234771728,7.0,0.0,0.0,3.7125501059915176,0.0,0.0,7.172362486892633,40.6774788027184,36.00195145467452,11.659994209124438,13.223917941564997,9.447352426597204,0.4555555582046509,0.2314750047400594,0.9111111164093018,0.0,0.4629500094801188,0.0,0.28125,0.0,1.0,0.0,0.43902439024390244,0.0,9,0,23,109,0,32
